age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
26,Female,Widowed,Bachelor's,17886.95,Employed,0.224,700,11286.76,Other,60,6,26980.13,0,1
61,Female,Married,High School,52658.13,Employed,0.11,730,29090.78,Debt consolidation,36,3,77339.16,0,1
67,Female,Married,High School,41898.06,Employed,0.085,599,16653.74,Home,36,7,61067.25,2,1
54,Female,Married,Bachelor's,33714.61,Unemployed,0.022,703,19652.74,Debt consolidation,36,6,30197.55,1,1
56,Other,Single,High School,41125.26,Employed,0.424,681,19102.74,Business,36,4,55606.69,0,1
57,Female,Widowed,Bachelor's,32914.75,Employed,0.3,794,17417.81,Education,36,6,33618.84,2,1
37,Female,Married,Master's,47024.42,Retired,0.3,588,9962.92,Other,36,2,47876.74,2,1
60,Other,Married,PhD,55703.48,Retired,0.115,614,12033.98,Car,60,7,58947.43,3,1
60,Male,Single,High School,28854.68,Employed,0.364,771,17165.12,Home,36,5,41850.53,3,1
74,Female,Single,Master's,27600.33,Unemployed,0.192,626,500,Debt consolidation,36,4,39531.88,0,0
32,Female,Married,High School,25853,Unemployed,0.261,754,16445.77,Debt consolidation,60,6,20022.03,0,0
41,Female,Single,Bachelor's,23781.51,Employed,0.141,669,8762.64,Debt consolidation,36,4,29258.3,3,1
60,Female,Married,Other,21305.5,Employed,0.09,554,21112.43,Debt consolidation,36,6,26751.61,4,1
39,Female,Married,High School,35239.69,Employed,0.184,767,24739.42,Debt consolidation,36,8,25721.38,2,1
23,Female,Single,High School,30029.41,Employed,0.417,614,32717.91,Car,36,6,39734.91,2,0
38,Female,Married,Bachelor's,35353.08,Employed,0.209,710,39190.08,Debt consolidation,36,3,28755.36,2,1
73,Male,Married,Other,46463.34,Employed,0.071,664,23124.61,Debt consolidation,36,5,32761.83,1,1
71,Male,Single,High School,43361.01,Self-employed,0.399,594,9184.69,Debt consolidation,60,7,59020.08,4,1
39,Female,Married,High School,79049.68,Employed,0.098,673,17996.44,Car,36,3,105395.8,2,1
67,Male,Married,Bachelor's,37251.36,Employed,0.21,762,500,Debt consolidation,36,6,30136,1,1
26,Male,Married,High School,31434.08,Employed,0.279,687,22442.66,Debt consolidation,36,3,44603.15,0,0
36,Male,Married,High School,38043.67,Self-employed,0.297,666,3238.05,Car,36,3,37446.55,3,1
28,Female,Single,High School,53526.47,Employed,0.377,671,24668.85,Debt consolidation,60,4,63305.32,2,1
68,Male,Single,Bachelor's,123202.28,Employed,0.123,696,24296.56,Other,60,6,167806.6,5,1
38,Female,Widowed,Bachelor's,44376,Retired,0.245,739,3700.99,Debt consolidation,60,4,68734.58,2,1
72,Female,Married,Master's,40535.46,Employed,0.3,641,16137.62,Education,60,6,60732.04,2,1
68,Female,Single,High School,68161.18,Self-employed,0.128,771,500,Other,36,7,85646.84,0,1
63,Male,Married,Bachelor's,27421.89,Retired,0.057,652,2157.11,Education,36,3,28179.28,3,1
59,Female,Married,Bachelor's,34311.12,Employed,0.307,807,17209.7,Education,60,3,48985.06,3,1
69,Female,Single,High School,43622.47,Employed,0.175,612,30035.88,Home,36,5,58034.51,2,1
69,Male,Married,Bachelor's,22484.1,Employed,0.103,749,3268.31,Debt consolidation,36,7,30784.06,1,1
32,Male,Single,Master's,16089.34,Self-employed,0.061,697,30589.27,Debt consolidation,36,1,11764.91,0,1
65,Male,Married,Other,52628.94,Student,0.088,634,20710.29,Debt consolidation,60,3,38064.4,2,0
30,Male,Married,Bachelor's,20183.95,Employed,0.071,606,14783.92,Debt consolidation,36,2,15984.42,2,1
27,Male,Single,Master's,65094.47,Employed,0.348,673,500,Other,36,5,65069.11,1,1
66,Male,Married,Master's,29100.28,Employed,0.165,600,2888.7,Debt consolidation,60,4,23214.64,1,1
75,Female,Married,Other,32909.31,Student,0.148,659,16700.04,Business,36,7,45427.13,0,1
21,Female,Married,Master's,12539.34,Self-employed,0.05,679,6351.91,Business,36,4,21114.51,1,0
69,Female,Single,High School,46716.14,Retired,0.196,786,6477.16,Business,36,5,57007.12,2,1
56,Female,Divorced,High School,48907.08,Employed,0.118,652,10322.08,Business,36,4,53674.24,1,1
41,Female,Single,Master's,49758.16,Employed,0.377,675,500,Home,36,9,63581.77,7,0
57,Female,Married,Bachelor's,58540.24,Student,0.239,625,11391.28,Debt consolidation,60,5,69358.34,3,0
72,Male,Divorced,High School,12618.19,Employed,0.065,692,5620.72,Debt consolidation,60,5,14335.54,3,1
44,Male,Single,Bachelor's,17071.93,Self-employed,0.125,690,22312.58,Vacation,60,5,17781.81,1,1
75,Female,Single,PhD,16418.56,Employed,0.166,683,17375.07,Debt consolidation,60,3,26087.09,0,1
45,Female,Widowed,Bachelor's,28534.39,Employed,0.061,626,7542.95,Debt consolidation,36,5,35220.53,1,1
27,Male,Widowed,Bachelor's,21419.61,Retired,0.042,704,25185.08,Other,60,1,15983.54,1,1
62,Male,Married,Bachelor's,44560.25,Self-employed,0.227,649,21791.12,Debt consolidation,36,6,59283.73,1,0
37,Female,Married,High School,35864.7,Employed,0.198,678,11988.72,Debt consolidation,36,3,51913.52,1,0
49,Male,Married,High School,47211.04,Retired,0.115,732,500,Debt consolidation,36,9,38446.19,2,1
50,Male,Single,PhD,49151.78,Employed,0.305,642,12927.24,Business,36,5,45523.58,0,1
27,Female,Single,Other,10900.14,Employed,0.055,620,20498.44,Business,60,5,16348.42,1,1
53,Female,Single,PhD,60752.35,Employed,0.16,584,22558.98,Education,36,3,52763.74,0,0
27,Female,Single,Bachelor's,28644.34,Employed,0.176,608,10259.76,Debt consolidation,36,5,45210.98,1,1
44,Female,Married,High School,63268.94,Employed,0.226,762,15747.09,Debt consolidation,36,7,89767.61,2,1
31,Female,Married,Other,14667.9,Employed,0.136,686,23486.55,Debt consolidation,60,3,21309.4,2,1
29,Female,Married,PhD,51351.71,Self-employed,0.23,740,12016.79,Other,36,6,70358.32,4,1
32,Male,Married,Master's,38118.37,Student,0.048,613,7816.04,Home,36,4,24715.69,0,1
55,Male,Married,Bachelor's,91264.17,Employed,0.059,545,20765.81,Car,60,3,51178.75,0,1
24,Female,Single,Bachelor's,40004.56,Employed,0.098,700,18578.32,Debt consolidation,36,5,36626.92,1,1
56,Male,Single,Master's,63252.54,Employed,0.377,717,12473.52,Medical,60,7,47385.3,5,0
48,Male,Married,Bachelor's,13345.65,Self-employed,0.311,650,21227.64,Education,36,3,14875.25,5,1
33,Male,Single,Bachelor's,36603.33,Employed,0.304,649,6197.75,Home,60,5,51976.58,3,1
43,Male,Single,Master's,22678.42,Employed,0.255,677,14349.05,Debt consolidation,36,5,32857.94,1,1
39,Male,Married,Master's,29371.72,Employed,0.194,768,7702.77,Other,36,4,45767.63,4,1
62,Female,Single,High School,34401.04,Self-employed,0.074,728,20760.87,Debt consolidation,36,6,28285.41,1,1
57,Male,Divorced,Bachelor's,22770.57,Employed,0.121,681,14592.7,Other,60,5,16474.48,4,1
59,Male,Married,Master's,52562.29,Employed,0.047,657,500,Debt consolidation,60,5,66739.35,2,1
44,Female,Single,High School,62296.18,Self-employed,0.25,563,27965.17,Other,36,4,50109.58,7,1
36,Female,Married,PhD,20281.8,Employed,0.22,611,21490.32,Other,36,6,18744.95,3,1
53,Male,Married,Master's,41826.91,Employed,0.159,760,20111.68,Car,36,7,47549.82,2,1
32,Female,Married,PhD,11833.62,Retired,0.169,702,18112.12,Medical,60,8,20367.05,0,1
54,Female,Married,High School,64413.9,Employed,0.214,609,27281.74,Debt consolidation,36,4,65996.25,0,1
27,Female,Married,High School,37996.72,Employed,0.063,691,18225.7,Other,60,4,47517.12,0,1
31,Male,Single,High School,34242.06,Employed,0.296,647,2962,Education,36,7,24698.66,1,1
51,Female,Single,Bachelor's,97088.11,Employed,0.13,778,15925.12,Debt consolidation,36,4,91211.58,1,1
49,Female,Married,Bachelor's,43777.26,Unemployed,0.228,567,12574.58,Home,36,7,52059.14,1,0
33,Female,Single,High School,189702.43,Unemployed,0.352,678,10141.79,Medical,36,4,229439.2,2,0
51,Male,Married,High School,18864.02,Employed,0.063,775,26620.18,Other,36,7,29133.47,0,1
22,Female,Married,Bachelor's,20094.28,Self-employed,0.18,594,32794.43,Debt consolidation,36,10,24372.22,4,1
59,Female,Married,Bachelor's,59671.06,Employed,0.229,573,20769,Debt consolidation,36,6,85539.8,2,1
35,Male,Single,Bachelor's,31089.69,Employed,0.089,590,9261.9,Debt consolidation,36,2,18054.03,2,0
31,Male,Married,High School,71832.35,Employed,0.314,717,29116.67,Education,36,5,79751.25,1,1
54,Female,Single,Other,19917.03,Employed,0.342,755,500,Debt consolidation,36,7,31351.87,2,1
59,Male,Married,Bachelor's,74612.47,Employed,0.478,656,12877.25,Debt consolidation,36,6,102021.63,1,1
24,Female,Married,High School,34926.66,Unemployed,0.122,661,17839.37,Medical,60,5,51097.34,1,0
31,Male,Married,High School,36949.09,Retired,0.233,677,2326.51,Other,36,4,45161.63,1,1
49,Male,Single,High School,17186.85,Employed,0.454,665,7510.99,Debt consolidation,36,2,15867.24,6,1
22,Female,Married,High School,73134,Retired,0.286,646,9891.44,Debt consolidation,36,5,99756.47,2,1
36,Male,Married,Bachelor's,47870.28,Employed,0.068,668,22053.89,Debt consolidation,36,4,65775.36,4,1
59,Female,Single,Other,51717.32,Employed,0.202,710,15844.71,Debt consolidation,36,4,67889.48,2,0
33,Female,Divorced,High School,15827.65,Employed,0.315,578,14779.45,Car,60,4,17240.75,3,0
57,Female,Married,Master's,31927.38,Self-employed,0.194,661,10880.35,Debt consolidation,36,4,38676.07,1,1
37,Female,Married,PhD,35289.36,Employed,0.088,667,19051,Debt consolidation,36,4,28501.53,2,1
41,Female,Single,Bachelor's,16515.76,Employed,0.394,736,25021.34,Debt consolidation,36,9,23056.05,4,1
64,Male,Divorced,High School,55440.24,Employed,0.521,768,13218.82,Debt consolidation,60,2,59675.16,5,0
39,Female,Married,Bachelor's,63516.8,Employed,0.015,718,22456.16,Debt consolidation,36,4,43845.68,5,1
27,Male,Married,PhD,15219.7,Employed,0.116,753,23334.34,Debt consolidation,60,6,23433.53,0,1
58,Male,Married,High School,35634.32,Employed,0.247,606,11579.31,Debt consolidation,60,5,47558.98,2,0
28,Female,Single,Bachelor's,61371.84,Employed,0.093,743,17215.43,Debt consolidation,36,3,78053.17,2,1
33,Female,Single,Master's,102499.49,Employed,0.113,731,21727.32,Debt consolidation,60,9,120206.11,1,1
57,Male,Single,Bachelor's,59498.24,Unemployed,0.183,596,9407.53,Car,36,2,47842.52,3,0
22,Male,Single,Bachelor's,19878.08,Employed,0.179,607,18760.35,Car,36,4,21562.63,1,1
61,Female,Married,Bachelor's,20923.37,Employed,0.092,715,19699.41,Home,36,1,24568.05,1,1
31,Male,Single,Bachelor's,42868.86,Employed,0.241,662,5193.33,Other,60,2,50311.32,2,1
44,Female,Married,Bachelor's,55641.56,Employed,0.093,624,9160.86,Business,36,5,85157.98,1,1
26,Female,Married,Bachelor's,36263.46,Self-employed,0.23,746,8909.14,Other,60,7,60877.3,1,0
46,Male,Single,Bachelor's,27524.44,Employed,0.115,651,6769.55,Home,36,4,39021.59,0,0
27,Male,Single,High School,58807.62,Self-employed,0.227,716,26733.55,Business,36,3,70481.5,2,1
59,Female,Married,Other,68599.79,Employed,0.211,748,16942.43,Education,60,5,87903.26,2,1
39,Male,Single,High School,30126.76,Self-employed,0.247,630,19973.21,Education,36,3,21172.31,4,1
26,Male,Single,High School,36333,Employed,0.42,682,46125.45,Medical,36,1,25180.99,2,1
63,Male,Married,High School,54073.77,Employed,0.1,771,3415.45,Car,36,6,81666.6,0,1
49,Male,Married,Other,28852.26,Employed,0.117,571,20510.44,Business,60,6,23831.51,1,0
63,Male,Married,Bachelor's,62536.07,Employed,0.095,688,500,Car,60,8,85497.65,0,1
59,Female,Married,Bachelor's,27731.78,Employed,0.425,733,7459.4,Debt consolidation,60,5,34872.62,0,1
22,Female,Married,Other,66021.49,Employed,0.154,641,21310.94,Debt consolidation,60,9,75337.62,4,1
39,Female,Single,PhD,24117.83,Employed,0.246,768,8354.72,Other,60,5,20230.09,1,1
24,Female,Widowed,Bachelor's,148131.76,Employed,0.176,673,25153.11,Education,36,5,121618.3,3,1
26,Male,Married,Bachelor's,35149.08,Self-employed,0.04,769,7159.35,Debt consolidation,60,5,26510,0,1
69,Male,Married,PhD,53451.3,Employed,0.184,687,23402.52,Car,36,4,67002.75,2,1
57,Female,Married,Bachelor's,78979.38,Employed,0.273,612,29163.52,Home,60,5,100088.99,3,0
48,Female,Married,Bachelor's,34748.81,Retired,0.073,688,14939.31,Debt consolidation,60,6,24462,1,1
50,Female,Widowed,Master's,44729.89,Self-employed,0.377,696,20297.18,Other,60,6,62481.82,2,1
27,Female,Single,Bachelor's,39196.02,Employed,0.111,599,23204.19,Debt consolidation,36,1,53233.06,3,0
29,Female,Single,High School,132492.9,Employed,0.323,783,29963.59,Education,36,4,107979.55,3,0
45,Male,Single,High School,101589.05,Self-employed,0.266,736,11179.45,Debt consolidation,36,3,154405.71,3,1
53,Female,Single,Master's,24422.49,Employed,0.09,633,18540.72,Other,36,4,34361.68,0,1
21,Female,Married,High School,19957.22,Employed,0.079,657,44824.69,Medical,36,6,33462.88,0,1
71,Other,Single,PhD,51351.71,Student,0.176,716,17727.72,Education,36,6,68703.59,0,1
26,Female,Married,High School,40087.97,Employed,0.221,777,22309.14,Home,36,4,63862.2,1,1
38,Female,Married,Bachelor's,97573.66,Self-employed,0.103,676,22659.51,Debt consolidation,36,2,139321.99,2,1
30,Female,Single,Bachelor's,47522.46,Employed,0.315,724,13955.52,Debt consolidation,36,10,70403.11,1,1
48,Female,Single,Bachelor's,37434.75,Unemployed,0.027,681,500,Medical,36,5,35936.79,1,1
31,Other,Single,High School,21062.97,Employed,0.314,801,21770.01,Debt consolidation,36,4,20797.77,2,1
53,Female,Divorced,High School,27727.07,Unemployed,0.154,666,3601.58,Debt consolidation,36,6,43962.69,0,0
21,Female,Married,Bachelor's,24409.98,Employed,0.143,612,22722.14,Debt consolidation,36,5,19635.12,2,0
33,Male,Single,Bachelor's,29640.91,Employed,0.124,744,12768.5,Debt consolidation,60,2,42412.21,2,1
57,Female,Single,Bachelor's,29647.99,Student,0.055,631,14813.82,Medical,60,4,36133.72,1,0
40,Female,Single,High School,29379.54,Employed,0.075,684,14367.86,Debt consolidation,36,4,18811.49,0,1
21,Female,Single,Bachelor's,37381.09,Unemployed,0.312,692,10925.39,Car,36,6,57707.67,1,0
72,Male,Married,Bachelor's,51812.54,Unemployed,0.317,678,17581.77,Medical,36,0,52563.91,2,0
23,Female,Married,High School,66446.8,Employed,0.151,647,4227.07,Debt consolidation,36,4,91331.75,7,1
38,Male,Married,High School,58775.92,Employed,0.02,633,19880.14,Debt consolidation,36,3,68425.74,2,1
61,Female,Married,Bachelor's,15613.43,Employed,0.311,650,500,Debt consolidation,36,9,28216.08,5,0
34,Male,Single,Bachelor's,17546.74,Employed,0.31,627,17762.32,Business,36,2,18443.57,2,1
51,Female,Married,High School,29628.33,Employed,0.056,758,3147,Vacation,36,6,40528.06,1,1
47,Male,Married,Bachelor's,18741.81,Employed,0.129,608,2851.31,Education,60,4,24275.44,2,1
37,Male,Single,Master's,47476.88,Unemployed,0.233,746,3834.82,Debt consolidation,36,5,67913.42,3,0
75,Female,Single,Master's,35941.79,Employed,0.198,640,7886.62,Debt consolidation,60,4,32618.93,3,1
66,Male,Married,Bachelor's,39322.33,Self-employed,0.178,650,16180.91,Medical,36,4,48389.45,4,1
49,Female,Single,Bachelor's,79123.75,Student,0.13,705,20389.98,Debt consolidation,36,4,88951.72,5,1
56,Female,Married,Master's,29728.13,Student,0.279,732,4086.13,Debt consolidation,36,8,42678.96,0,0
57,Female,Married,Other,18653.02,Unemployed,0.421,660,7456.68,Other,60,6,28811.51,0,0
46,Male,Single,Bachelor's,32417.84,Unemployed,0.134,690,500,Debt consolidation,36,7,42704.29,1,0
73,Female,Single,Master's,10225.87,Unemployed,0.1,838,24985.45,Home,36,5,13381.83,0,1
37,Male,Single,Bachelor's,33256.74,Self-employed,0.167,699,10359.11,Debt consolidation,36,4,52015.47,1,1
42,Female,Married,High School,8255.48,Employed,0.058,775,13010.97,Debt consolidation,60,5,15756.38,2,1
45,Female,Single,Bachelor's,37250.73,Employed,0.05,582,13851.01,Business,36,6,31283.97,3,1
22,Male,Married,Bachelor's,71380.17,Employed,0.076,558,16937.02,Car,36,4,65671.15,4,0
75,Male,Married,High School,50471.09,Self-employed,0.145,699,5120.82,Car,36,7,59743.84,1,1
42,Male,Single,High School,44082.43,Employed,0.21,725,500,Other,36,6,67268.31,2,1
25,Female,Married,Master's,49534.22,Retired,0.043,546,1104.81,Debt consolidation,36,8,51878.77,5,1
24,Male,Married,Master's,23473.27,Employed,0.138,769,24208.43,Debt consolidation,36,6,35713.23,2,1
56,Female,Single,High School,10641.81,Employed,0.12,746,11942.8,Home,36,6,12310.55,1,1
26,Female,Married,Bachelor's,17495.15,Unemployed,0.218,629,14693.61,Car,36,5,15263.03,3,0
72,Female,Married,High School,52550.98,Employed,0.076,635,16990.11,Medical,36,5,33032.3,2,1
41,Female,Single,Bachelor's,65730.81,Employed,0.065,623,11911.42,Debt consolidation,36,5,55518.37,3,1
33,Male,Single,PhD,80756.22,Employed,0.226,635,6339.77,Debt consolidation,36,2,88607.62,1,0
74,Female,Single,High School,16749.23,Employed,0.059,744,9208.85,Debt consolidation,36,9,18213.52,2,1
57,Female,Single,Bachelor's,75101.62,Employed,0.076,699,7486.94,Education,36,7,60766.2,3,1
75,Female,Single,Master's,16934.45,Employed,0.134,587,4983.71,Debt consolidation,36,4,12511.54,4,1
45,Male,Married,Master's,46926.82,Self-employed,0.093,661,29423.07,Debt consolidation,60,7,74135.5,4,1
46,Male,Single,Bachelor's,51484.63,Employed,0.12,763,7854.32,Education,60,4,41707.47,0,1
75,Male,Single,Master's,24261.58,Employed,0.406,642,18340.26,Education,36,6,38204.09,3,1
59,Male,Single,Other,59031.07,Employed,0.189,757,13174.22,Business,36,2,41651.39,1,1
40,Male,Married,Bachelor's,9779.46,Employed,0.186,748,500,Home,60,2,8661.46,0,1
53,Female,Single,High School,20014.83,Employed,0.027,691,16363.06,Debt consolidation,60,8,29166,0,1
34,Female,Single,Bachelor's,22754.91,Employed,0.037,677,18759.64,Home,36,4,30715.33,0,1
56,Female,Married,Master's,53996.02,Employed,0.14,741,500,Debt consolidation,36,7,72762.29,2,1
37,Female,Married,High School,52963.83,Employed,0.147,585,5226.36,Debt consolidation,36,8,50448.77,0,1
41,Male,Married,High School,41451.18,Employed,0.228,751,17267.35,Debt consolidation,36,2,44359.51,1,1
66,Female,Single,High School,41171.22,Employed,0.116,636,18580.95,Car,36,2,43323.85,3,1
36,Female,Single,High School,78177.57,Unemployed,0.086,688,35515.9,Education,36,3,100987.11,2,0
66,Female,Single,Master's,29146.16,Employed,0.317,659,8614.72,Home,60,2,45246.88,2,1
36,Female,Married,High School,27833.65,Self-employed,0.161,723,20179.71,Debt consolidation,36,11,41862.65,2,1
40,Male,Single,Master's,33137.4,Employed,0.069,592,12683.49,Business,36,5,49383.07,1,1
49,Female,Single,High School,20071.9,Self-employed,0.122,607,6544.94,Home,36,2,19336.86,1,1
48,Male,Married,Other,52728.72,Employed,0.108,720,1560.63,Home,36,7,67573.79,1,1
28,Male,Single,Bachelor's,17349.96,Employed,0.196,715,19332.06,Debt consolidation,36,5,14006.53,5,1
44,Male,Married,High School,32642.12,Employed,0.121,666,15112.52,Debt consolidation,36,6,32271.91,1,1
23,Female,Single,Master's,62695.05,Employed,0.064,670,10130.48,Debt consolidation,36,2,80123.51,2,1
45,Male,Widowed,Bachelor's,31135.83,Employed,0.15,831,5548.98,Debt consolidation,36,3,32658.65,0,1
39,Female,Divorced,Bachelor's,19380.74,Self-employed,0.295,623,7848.88,Debt consolidation,60,5,25791.45,4,1
53,Male,Married,Other,44442.09,Employed,0.173,798,5345.03,Debt consolidation,36,5,29795.6,1,1
22,Female,Divorced,Bachelor's,56158.32,Employed,0.469,697,16457.99,Business,60,7,70133.92,4,0
35,Female,Single,Master's,48175.52,Self-employed,0.098,550,15755.62,Car,60,3,69124.69,1,1
42,Male,Married,Bachelor's,49468.01,Employed,0.073,837,9635.01,Home,36,5,46919.67,1,1
30,Male,Single,Master's,23803.26,Employed,0.241,632,10831.29,Car,36,5,25246.52,0,1
38,Female,Married,High School,135266.83,Self-employed,0.145,792,11148.43,Other,60,5,177136.58,1,1
42,Male,Single,PhD,67479.55,Employed,0.138,661,33489.81,Medical,60,9,64292.5,5,1
66,Female,Single,High School,24248.43,Employed,0.281,724,15113.58,Car,36,7,30380.89,0,1
69,Female,Divorced,Bachelor's,41520.51,Retired,0.11,704,19837.85,Medical,36,4,56430.1,0,1
47,Male,Single,Other,41471.96,Employed,0.059,637,500,Debt consolidation,36,6,41366.05,1,1
33,Male,Married,High School,40017.06,Employed,0.234,748,500,Car,36,6,58241.97,1,1
53,Male,Married,High School,47145.25,Employed,0.165,716,500,Debt consolidation,36,5,47631.2,0,1
25,Male,Single,Bachelor's,36317.43,Unemployed,0.288,611,10284.84,Car,36,7,33317.8,2,0
46,Male,Married,Other,51873.69,Employed,0.442,745,15635.37,Medical,36,7,34196.28,3,1
33,Male,Single,Bachelor's,61380.76,Employed,0.201,685,21155.35,Home,36,3,89423.59,4,1
47,Male,Divorced,High School,46220.31,Employed,0.011,704,13721.12,Debt consolidation,36,3,61824.29,1,1
34,Male,Divorced,Master's,25061.73,Self-employed,0.045,710,5321.83,Debt consolidation,36,8,35259.18,0,1
